,Hotel,Review,remove_stopwords,Polarity,Sentiment
0,Hotel review,"Wonderful ambiance
Wide spread of food items in breakfast special attention by the restaurant staff n chefs
Enjoyed delicious dinner at saffron restaurant accompanied by live music.
Take aways for the travel ahead was the highlight",WonderfulambianceWidespreadfooditemsbreakfastspecialattentionrestaurantstaffnchefsEnjoyeddeliciousdinnersaffronrestaurantaccompaniedlivemusic.Takeawaystravelaheadhighlight,0.4822510822510822,Positive
1,Hotel review,We stayed the night at this hotel along with my grandmother. Received a very good welcome by the hotel staff with wheelchair which was arranged well in time before our arrival at the hotel. Also Minakshi from the hotel staff was very helpful and her...More,Westayednighthotelalonggrandmother.Receivedgoodwelcomehotelstaffwheelchairarrangedwelltimearrivalhotel.AlsoMinakshihotelstaffhelpful...More,0.6366666666666666,Positive
2,Hotel review,"Dear Guest,
Thank you so much for sharing your wonderful experience with us. It gives us immense joy to know that we have been instrumental in making your stay special and memorable. I take great pride in mentioning that our food and beverage outlets have...More","DearGuest,Thankmuchsharingwonderfulexperienceus.Itgivesusimmensejoyknowinstrumentalmakingstayspecialmemorable.Itakegreatpridementioningfoodbeverageoutlets...More",0.5224489795918368,Positive
3,Hotel review,"Monsoon had just arrived, there was a lull the office and kids had there holidays so PROVIDENCE!! we planned to take a short family trip of four days. The next problem was where to go - should we go to Mussoorie or Shimla which were...More","Monsoonarrived,lullofficekidsholidaysPROVIDENCE!!plannedtakeshortfamilytripfourdays.Thenextproblemgo-goMussoorieShimla...More",0.0,Negative
4,Hotel review,"Dear Guest,
Thank you very much for choosing to stay with Jaipur Marriot Hotel over many other hotel options available in the city.
And I am so happy to read your feedback which highlights so many positive areas of hotel that you found impressive. Feedback...More","DearGuest,ThankmuchchoosingstayJaipurMarriotHotelmanyhoteloptionsavailablecity.AndIhappyreadfeedbackhighlightsmanypositiveareashotelfoundimpressive.Feedback...More",0.4452840909090909,Positive
5,Hotel review,well what should i say its a beautiful property. with lost management. I thought i would be pamperpering myself nd my family but i was totally wrong by booking this hotel. The hotel is bright lavish nd beautifull but the rooms nd service is totally...More,wellsaybeautifulproperty.lostmanagement.Ithoughtwouldpamperperingndfamilytotallywrongbookinghotel.Thehotelbrightlavishndbeautifullroomsndservicetotally...More,0.35000000000000003,Positive
6,Hotel review,"This is a perfect located hotel. The service was great. Each staff greets you with a smile from thebtime you enter till you leave.
Delicious breakfast & lunch. Spread for vegetarians is just too delicious. Do not miss it.
Take a high floor with a...More",Thisperfectlocatedhotel.Theservicegreat.Eachstaffgreetssmilethebtimeentertillleave.Deliciousbreakfast&lunch.Spreadvegetariansdelicious.Domiss.Takehighfloor...More,0.71,Positive
7,Hotel review,"Dear Guest,
Thank you for choosing to stay with us and taking time to review your wonderful experience. I am glad that you found the hotel location perfect which is so conveniently reachable because of the close proximity to Airport.
Our wonderful team at Jaipur...More","DearGuest,Thankchoosingstayustakingtimereviewwonderfulexperience.IgladfoundhotellocationperfectconvenientlyreachablecloseproximityAirport.OurwonderfulteamJaipur...More",0.875,Positive
8,Hotel review,Place is a boutique hotel in Jodhpur. Partly a residence for some part of the royal family. Mine was a quick business visit. It's a small property with very less to offer in terms of 5 start enmities. Disappointing gym but great service staff. The...More,PlaceboutiquehotelJodhpur.Partlyresidencepartroyalfamily.Minequickbusinessvisit.It'ssmallpropertylessofferterms5startenmities.Disappointinggymgreatservicestaff.The...More,0.01333333333333333,Negative
9,Hotel review,"Good food, ambience and strategic location (located between the city and airport). Cozy comfortable rooms; above all Good Food and obliging/responsive staff. The rooms were large comfortable and aesthetically decorated. When we went, Hot water was not available.","Goodfood,ambiencestrategiclocation(locatedcityairport).Cozycomfortablerooms;GoodFoodobliging/responsivestaff.Theroomslargecomfortableaestheticallydecorated.Whenwent,Hotwateravailable.",0.2515873015873016,Positive
10,Hotel review,Beautiful property with all modern day amenities with the old world palace charm. The two wings blend nicely and the perfect view of Umaid Bhawan Palace at night makes it even more special to book your stay at this place.,Beautifulpropertymoderndayamenitiesoldworldpalacecharm.ThetwowingsblendnicelyperfectviewUmaidBhawanPalacenightmakesevenspecialbookstayplace.,0.5153061224489796,Positive
11,Hotel review,"We had a lovely stay at Ranbanka Palace.
The room was very clean, the beds were comfy and the bathroom was big.
The pool was perfect to relax after a hot day.
The restaurant has an outdoor area where you can have a perfect dinner...More","WelovelystayRanbankaPalace.Theroomclean,bedscomfybathroombig.Thepoolperfectrelaxhotday.Therestaurantoutdoorareaperfectdinner...More",0.5377777777777778,Positive
12,Hotel review,"I stayed at the Ranbaka Hotel with a friend on a business trip (twin room) for a couple of nights.
ROOM
The twin room was lovely. Heritage style, very comfortable and good bathroom.
RESTAURANT
Very disappointing. For breakfast the food was ok. Not great but...More","IstayedRanbakaHotelfriendbusinesstrip(twinroom)couplenights.ROOMThetwinroomlovely.Heritagestyle,comfortablegoodbathroom.RESTAURANTVerydisappointing.Forbreakfastfoodok.Notgreat...More",0.17333333333333334,Negative
13,Hotel review,"The location was ideal, about 10-12 km from Ajmer city, so it is quiet place to relax and has a reasonable sized swimming-pool.
The property has large rooms, and the rooms allocated to us also had a designated lounge area outside (on the other side...More","Thelocationideal,10-12kmAjmercity,quietplacerelaxreasonablesizedswimming-pool.Thepropertylargerooms,roomsallocatedusalsodesignatedloungeareaoutside(side...More",0.1982142857142857,Negative
14,Hotel review,Excellent stay with good location .Pool is also clean and too good...buffet is also tasty.....here we see the perfect and cooperative staff and management. Nice stay...enjoy in pool...classsy hotel...everything is here what you want.More,Excellentstaygoodlocation.Poolalsocleangood...buffetalsotasty.....hereseeperfectcooperativestaffmanagement.Nicestay...enjoypool...classsyhotel...everythingwant.More,0.7333333333333333,Positive
15,Hotel review,"Dear Akshayjain1980,
Greetings from Country Inn & Suites by Carlson, Ajmer
At the outset, thank you for staying with us and sharing the feedback. Many thanks for appreciating.
We look forward to the opportunity welcoming you soon with us whenever the travel brings you back...More","DearAkshayjain1980,GreetingsCountryInn&SuitesCarlson,AjmerAtoutset,thankstayingussharingfeedback.Manythanksappreciating.Welookforwardopportunitywelcomingsoonuswhenevertravelbringsback...More",0.35,Positive
16,Hotel review,We went here for birthday celebration of my daughter. Booked two rooms from nearby. This is one of the best resorts we had visited. A bit far from ajmer but nice place. Interior design and decor of the resort are awesome. From galleries to inside...More,Wewentbirthdaycelebrationdaughter.Bookedtworoomsnearby.Thisonebestresortsvisited.Abitfarajmerniceplace.Interiordesigndecorresortawesome.Fromgalleriesinside...More,0.675,Positive
17,Hotel review,"Dear Sarvjeet g,
Greetings from Country Inn & Suites by Carlson, Ajmer
At the outset, thank you for staying with us and sharing the feedback. Many thanks for appreciating. Every Guest of ours is a King..
We look forward to the opportunity welcoming you soon...More","DearSarvjeetg,GreetingsCountryInn&SuitesCarlson,AjmerAtoutset,thankstayingussharingfeedback.Manythanksappreciating.EveryGuestKing..Welookforwardopportunitywelcomingsoon...More",0.35,Positive
18,Hotel review,More,More,0.5,Positive
19,Hotel review,More,More,0.5,Positive
20,Hotel review,"The location of the hotel is very good and the good things ends here. The hotel though is huge but the cleaniness is pathetic. Lizards, Spider, dust are static facilities ha. Hardly anything to do in the hotel. Just a stopover hotwl if you are...More","Thelocationhotelgoodgoodthingsends.Thehotelthoughhugecleaninesspathetic.Lizards,Spider,duststaticfacilitiesha.Hardlyanythinghotel.Juststopoverhotwl...More",0.20305555555555552,Negative
21,Hotel review,"Dear Agarwalridhi,
Greetings from Country Inn & Suites by Carlson, Ajmer
At the outset, thank you for staying with us and sharing the feedback. Many thanks for appreciating the rooms.
We have noted your valuable feedback with regards to the inconvenience faced.
I have shared...More","DearAgarwalridhi,GreetingsCountryInn&SuitesCarlson,AjmerAtoutset,thankstayingussharingfeedback.Manythanksappreciatingrooms.Wenotedvaluablefeedbackregardsinconveniencefaced.Ishared...More",0.35,Positive
22,Hotel review,"Second year second time visited.
Earlier had said the hotel was damn good ""maybe"" because it was new .
I maintain my rating and opinion .
It's still damn good .
Good service , amazing rooms .
Friendly staff.","Secondyearsecondtimevisited.Earliersaidhoteldamngood``maybe''new.Imaintainratingopinion.It'sstilldamngood.Goodservice,amazingrooms.Friendlystaff.",0.3568181818181818,Positive
23,Hotel review,"Spotless, well appointed, great staff, no fuss on arrival/check out (apart from the inevitable card machine issues). Up to and beyond European standrds. Very happy with my stay. Quick (but basic) breakfast in the morning - good too. Will definitely head here when in Ajmer...More","Spotless,wellappointed,greatstaff,fussarrival/check(apartinevitablecardmachineissues).UpbeyondEuropeanstandrds.Veryhappystay.Quick(basic)breakfastmorning-good.WilldefinitelyheadAjmer...More",0.35416666666666663,Positive
24,Hotel review,"Dear Mr. Danial
Thank you for choosing to stay with us and sharing your reviews here on TripAdvisor. It is encouraging to know that you have enjoyed your stay with us and the services provided by us are up to your satisfaction. Your generous feedback...More",DearMr.DanialThankchoosingstayussharingreviewsTripAdvisor.Itencouragingknowenjoyedstayusservicesprovidedussatisfaction.Yourgenerousfeedback...More,0.5,Positive
25,Hotel review,Clean and fair size room. The hotel is situated on the main road and its walkable distance to the Sony Ji Ki Nasiya. Good served if also good. Parking Facility is available. The staff is friendly. They arranged a complimentary VIP visit at the dargah....More,Cleanfairsizeroom.ThehotelsituatedmainroadwalkabledistanceSonyJiKiNasiya.Goodservedalsogood.ParkingFacilityavailable.Thestafffriendly.TheyarrangedcomplimentaryVIPvisitdargah....More,0.46354166666666663,Positive
26,Hotel review,"Dear Guest,
Thank you for choosing to stay with us and sharing your reviews here on TripAdvisor. It is encouraging to know that you have enjoyed your stay with us and the services provided by us are up to your satisfaction. Your generous feedback has...More","DearGuest,ThankchoosingstayussharingreviewsTripAdvisor.Itencouragingknowenjoyedstayusservicesprovidedussatisfaction.Yourgenerousfeedback...More",0.5,Positive
27,Hotel review,Nice hotel and nice location. Rooms are comfortable and with modern fittings. Staff is very friendly and helps in getting information. They have a complementary VIP visit to ajmer dargah and have separate khadim who would take you for visit very quicly through VIP entry....More,Nicehotelnicelocation.Roomscomfortablemodernfittings.Stafffriendlyhelpsgettinginformation.TheycomplementaryVIPvisitajmerdargahseparatekhadimwouldtakevisitquiclyVIPentry....More,0.41458333333333336,Positive
28,Hotel review,"Dear Mr. Arnab,
Thank you for choosing to stay with us and sharing your reviews here on TripAdvisor. It is encouraging to know that you have enjoyed your stay with us and the services provided by us are up to your satisfaction. Your generous feedback...More","DearMr.Arnab,ThankchoosingstayussharingreviewsTripAdvisor.Itencouragingknowenjoyedstayusservicesprovidedussatisfaction.Yourgenerousfeedback...More",0.5,Positive
29,Hotel review,we are going to bharat vikas parishad national adhivesan and stay this hotel its good experience small room but good property staff are good food are testy hotel has tanisa shopping shop good location..More,goingbharatvikasparishadnationaladhivesanstayhotelgoodexperiencesmallroomgoodpropertystaffgoodfoodtestyhoteltanisashoppingshopgoodlocation..More,0.51,Positive
30,Hotel review,"Dear Guest,
Thank you for choosing to stay with us and sharing your reviews here on TripAdvisor. It is encouraging to know that you have enjoyed your stay with us and the services provided by us are up to your satisfaction. Your generous feedback has...More","DearGuest,ThankchoosingstayussharingreviewsTripAdvisor.Itencouragingknowenjoyedstayusservicesprovidedussatisfaction.Yourgenerousfeedback...More",0.5,Positive
31,Hotel review,Very good experience of stay at this hotel ... Very nice location .. Very calm and peaceful environment .. Value for money hotel ... Service is also very good. Nice place for relaxation ... Couples should enjoy there,Verygoodexperiencestayhotel...Verynicelocation..Verycalmpeacefulenvironment..Valuemoneyhotel...Servicealsogood.Niceplacerelaxation...Couplesenjoy,0.6057142857142858,Positive
32,Hotel review,"Dear Ridhi,
Thanks for staying with us and for the ratings. Thanks for praising our location. Hope you enjoyed your stay here. It's been a joy serving you. We would love to welcome you back.","DearRidhi,Thanksstayingusratings.Thankspraisinglocation.Hopeenjoyedstay.It'sjoyserving.Wewouldlovewelcomeback.",0.42857142857142855,Positive
33,Hotel review,"One night stay was wonderful. Simple accommodation but comfortable and rewarding with a good nights rest. The old world charm of this Raj hunting lodge also adds mush to the visit. My parents greatly enjoyed their stay here also, walking around the lovely tranquil grounds....More","Onenightstaywonderful.Simpleaccommodationcomfortablerewardinggoodnightsrest.TheoldworldcharmRajhuntinglodgealsoaddsmushvisit.Myparentsgreatlyenjoyedstayalso,walkingaroundlovelytranquilgrounds....More",0.46249999999999997,Positive
34,Hotel review,"Dear Guest,
I would like to begin by thanking you for your and love to see your ratings and reviews and sharing your stay experience. Being our special guest we appreciate for choosing our Hotel for your stay purpose and love to serve you always....More","DearGuest,Iwouldlikebeginthankingloveseeratingsreviewssharingstayexperience.BeingspecialguestappreciatechoosingHotelstaypurposeloveservealways....More",0.4523809523809524,Positive
35,Hotel review,"Though it is located off circuit, it is a great place to stay. Complete heritage building with old style lamps, switches, doors. It is little off the road inside the farms. It might be scary if you reaching here for the first time and that...More","Thoughlocatedcircuit,greatplacestay.Completeheritagebuildingoldstylelamps,switches,doors.Itlittleroadinsidefarms.Itmightscaryreachingfirsttime...More",0.09375,Negative
36,Hotel review,"Dear Harish,
Thanks for staying with us and writing a wonderful review. Its been a pleasure serving you. We would love to welcome you back.","DearHarish,Thanksstayinguswritingwonderfulreview.Itspleasureserving.Wewouldlovewelcomeback.",0.5,Positive
37,Hotel review,"This Hotel is located on the outskirts of a small town named bijainagar ( Ajmer ) ....Some great landscaping around the palace which makes it an awesome place to stay
swimming pool is very well maintained The open air restaurant is also very romantic with...More",ThisHotellocatedoutskirtssmalltownnamedbijainagar(Ajmer)....SomegreatlandscapingaroundpalacemakesawesomeplacestayswimmingpoolwellmaintainedTheopenairrestaurantalsoromantic...More,0.2916666666666667,Positive
38,Hotel review,"Dear Manoj,
Thanks for staying with us and appreciating our accommodation and services with a very warm feedback. Your touching remarks are highly inspiring and motivating for all of us. We would love to be of service to you again.","DearManoj,Thanksstayingusappreciatingaccommodationserviceswarmfeedback.Yourtouchingremarkshighlyinspiringmotivatingus.Wewouldloveservice.",0.496,Positive
39,Hotel review,"Superb suite (Prince's suite), unfortunately, a squirrel had gained access to the wire cage around the intake for the air con unit disturbing my wife's sleep with its scratching against the wire. Dining area uninspiring with poor lighting and no feel. Food average. Sat in...More","Superbsuite(Prince'ssuite),unfortunately,squirrelgainedaccesswirecagearoundintakeairconunitdisturbingwife'ssleepscratchingwire.Diningareauninspiringpoorlightingfeel.Foodaverage.Sat...More",-0.11000000000000001,Negative
40,Hotel review,"Dear Guest,
Thanks for staying at Bijay Niwas Palace and taking out your valuable time to write a review. Our apologies for your disappointment. Your feedback has been shared with the entire team and corrective measures have been taken to avoid such instances in future.","DearGuest,ThanksstayingBijayNiwasPalacetakingvaluabletimewritereview.Ourapologiesdisappointment.Yourfeedbacksharedentireteamcorrectivemeasurestakenavoidinstancesfuture.",-0.07999999999999999,Negative
41,Hotel review,"We had taken the summer package offered by the hotel. Location wise its great but service and facilities are pathetic and totally desi and no way a 5 star. The rooms where not well maintained and the tiles in our room 2163 where creaking, the...More","Wetakensummerpackageofferedhotel.Locationwisegreatservicefacilitiespathetictotallydesiway5star.Theroomswellmaintainedtilesroom2163creaking,...More",0.125,Negative
42,Hotel review,"We got married at this property recently. The staff was extremely courteous and prompt. All our guests enjoyed their stay as well. Food was fairly decent (could've been slightly better). The entire event was well managed.
Couple of specific instances where the hotel was especially...More",Wegotmarriedpropertyrecently.Thestaffextremelycourteousprompt.Allguestsenjoyedstaywell.Foodfairlydecent(could'veslightlybetter).Theentireeventwellmanaged.Couplespecificinstanceshotelespecially...More,0.2520833333333333,Positive
43,Hotel review,"Dear Guest,
Thank you for sparing the time in posting such a wonderful review.
We are delighted that you had a memorable stay at The Radisson Blu Udaipur Palace Resort & Spa
Thank you for your gracious comments complimenting the hotel, the rooms, the food,...More","DearGuest,Thanksparingtimepostingwonderfulreview.WedelightedmemorablestayTheRadissonBluUdaipurPalaceResort&SpaThankgraciouscommentscomplimentinghotel,rooms,food,...More",0.55,Positive
44,Hotel review,Proeprty is really nice and gives a feel of staying in a palace....if you are planning to go make sure to book lake view rooms...food was also great...only problem was that it was full due to the long weekend and we had to wait for...More,Proeprtyreallynicegivesfeelstayingpalace....ifplanninggomakesurebooklakeviewrooms...foodalsogreat...problemfullduelongweekendwait...More,0.255,Positive
45,Hotel review,"Most amazing thing about this hotel is, It's location. Rooms are having amazing facilities, Attractive ambiance. Room service is not so fast. Staff is friendly and responsive. Food quality is so good so far. And they have variety of delicious food. Only bad thing is,...More","Mostamazingthinghotel,It'slocation.Roomsamazingfacilities,Attractiveambiance.Roomservicefast.Stafffriendlyresponsive.Foodqualitygoodfar.Andvarietydeliciousfood.Onlybadthing,...More",0.3795454545454545,Positive
46,Hotel review,"Excellent hotel accompanied with a great Location(near. Fateh sagar lake) The staff is very friendly, hospitable and this hotel is just the one for families.This hotel is absolute value for money and i would recommend this to all tourists. ðŸ‘ŒðŸ‘Œ","ExcellenthotelaccompaniedgreatLocation(near.Fatehsagarlake)Thestafffriendly,hospitablehotelonefamilies.Thishotelabsolutevaluemoneywouldrecommendtourists.ðŸ‘ŒðŸ‘Œ",0.6218750000000001,Positive
47,Hotel review,"If amazing locality, ambience and weather was not enough to make an amazing vacation, this place has the best hospitality and an amazing team of chefs that not only massage your ego but also the taste buds. Perfect weekend get away to unwind. Highly recommended....More","Ifamazinglocality,ambienceweatherenoughmakeamazingvacation,placebesthospitalityamazingteamchefsmassageegoalsotastebuds.Perfectweekendgetawayunwind.Highlyrecommended....More",0.49500000000000005,Positive
48,Hotel review,I stayed with my family for 3 day trip to Udaipur in early March. We had an excellent time at this heritage property. Truly a Lalit experience. Best part of the property is that it is facing Fateh Sagar lake and view is mesmerising. We...More,Istayedfamily3daytripUdaipurearlyMarch.Weexcellenttimeheritageproperty.TrulyLalitexperience.BestpartpropertyfacingFatehSagarlakeviewmesmerising.We...More,0.7000000000000001,Positive
49,Hotel review,"Dear Mr. Satyam,
Namaskar!
Thank you for choosing to stay at The LaLiT Laxmi Vilas Palace.
We are glad that you enjoyed your stay at our 106 year old Palace. Indeed the views from our Palace are truly magnificent, with sprawling lawn space overlooking the...More","DearMr.Satyam,Namaskar!ThankchoosingstayTheLaLiTLaxmiVilasPalace.Wegladenjoyedstay106yearoldPalace.IndeedviewsPalacetrulymagnificent,sprawlinglawnspaceoverlooking...More",0.525,Positive
50,Hotel review,Me and my friends came to attend wedding at lalit. It was awesome experience from welcoming to check out it look like we are at Royal palace. Great hospitality and view of lake is also best. Ravi at front office helped us in city tour....More,Mefriendscameattendweddinglalit.ItawesomeexperiencewelcomingchecklooklikeRoyalpalace.Greathospitalityviewlakealsobest.Ravifrontofficehelpeduscitytour....More,0.9333333333333332,Positive
51,Hotel review,"Being in the heart of the city every tourist destinations is within minutes.The hotel being at an height is overlooking Fateh Sagar lake amazing view.Hospitality at its best.The rooms were very spacious, easily one extra bed could be adjusted.The hotel had only snooker as the...More","Beingheartcityeverytouristdestinationswithinminutes.ThehotelheightoverlookingFatehSagarlakeamazingview.Hospitalitybest.Theroomsspacious,easilyoneextrabedcouldadjusted.Thehotelsnooker...More",0.24666666666666667,Negative
52,Hotel review,We visited in August 2016. The hotel is grand in the real sense.Most of the decor out here is inspired by Royalty. The walls are adorned with beautiful paintings of shreenath ji. Shreenath dwara is a famous pilgrimage destination near Udaipur. The ceilings and floors...More,WevisitedAugust2016.Thehotelgrandrealsense.MostdecorinspiredRoyalty.Thewallsadornedbeautifulpaintingsshreenathji.ShreenathdwarafamouspilgrimagedestinationnearUdaipur.Theceilingsfloors...More,0.43,Positive
53,Hotel review,Gr8 Hotel to stay. Good hospitality. I have been upgraded from suit to Golgonda Suit which has the best view of Fatehsagar lake. Definitely my first choice to stay at Udaipur whenever I plan to come again.,Gr8Hotelstay.Goodhospitality.IupgradedsuitGolgondaSuitbestviewFatehsagarlake.DefinitelyfirstchoicestayUdaipurwheneverIplancome.,0.65,Positive
54,Hotel review,"amazing experience.....check in was very fast...nice food...great views of lake and pool from my room .mr kaushal saini is very supporitve.helps us a lot.nice bed.nice heritage decoratation in room and rececption area ...looks like a five star to me..10 out of 10...
keep it up...More",amazingexperience.....checkfast...nicefood...greatviewslakepoolroom.mrkaushalsainisupporitve.helpsuslot.nicebed.niceheritagedecoratationroomrececptionarea...lookslikefivestarme..1010...keep...More,0.3333333333333333,Positive
55,Hotel review,"Dear Guest,
Thank you very much for sharing your feedback about your stay at Hotel Lakend. We are delighted to note that you enjoyed your stay at our property. We are also glad that you found our rooms comfortable and beautiful. Special mention of Mr....More","DearGuest,ThankmuchsharingfeedbackstayHotelLakend.Wedelightednoteenjoyedstayproperty.Wealsogladfoundroomscomfortablebeautiful.SpecialmentionMr....More",0.5095918367346939,Positive
56,Hotel review,"Stayed at this hotel on recommendation of a relative. Turned out to be a great decision. The hotel is located bang on the Fatehsagar lake and offers amazing views of the same.
Rooms are in good condition and provide comfort. One mention, the second floor...More","Stayedhotelrecommendationrelative.Turnedgreatdecision.ThehotellocatedbangFatehsagarlakeoffersamazingviews.Roomsgoodconditionprovidecomfort.Onemention,secondfloor...More",0.31428571428571433,Positive
57,Hotel review,"Dear Guest,
It was a pleasure to have you stay at our Hotel and we thank you for sharing such a wonderful review on TripAdvisor. We are delighted to know that you received efficient and friendly service during your stay with us completing your experience....More","DearGuest,ItpleasurestayHotelthanksharingwonderfulreviewTripAdvisor.Wedelightedknowreceivedefficientfriendlyservicestayuscompletingexperience....More",0.51875,Positive
58,Hotel review,Enjoy alot. one of the best hotel I had stay. Hotel is very luxuries and well maintained. staff member are very good. The view from hotel is excellent. Rooms are very big and room services are very fast. I love the hotel.More,Enjoyalot.onebesthotelIstay.Hotelluxurieswellmaintained.staffmembergood.Theviewhotelexcellent.Roomsbigroomservicesfast.Ilovehotel.More,0.53375,Positive
59,Hotel review,"Dear Sir,
Thank you for taking the time to share your experience of Hotel Lakend,
We are delighted to learn that you left with a positive impression of the property and its services. We are grateful for your kind words of appreciation for our rooms,...More","DearSir,ThanktakingtimeshareexperienceHotelLakend,Wedelightedlearnleftpositiveimpressionpropertyservices.Wegratefulkindwordsappreciationrooms,...More",0.38181818181818183,Positive
60,Hotel review,"Very Comfortable rooms, good services, Cooperating and Polite staff.
Value for money and view form room is peaceful .
Swimming Pool is clean.
Apart from Pool and comfortable clean rooms Hotel has gym, spa and other services.","VeryComfortablerooms,goodservices,CooperatingPolitestaff.Valuemoneyviewformroompeaceful.SwimmingPoolclean.ApartPoolcomfortablecleanroomsHotelgym,spaservices.",0.35404761904761906,Positive
61,Hotel review,"Its a very nice hotel with very lovely grounds, the rooms are spacious and quaint, no complains. The bathroom smells a bit like urine, and I can hear everything going on in the rooms around mine, from children playing to couples arguing (had a couple...More","Itsnicehotellovelygrounds,roomsspaciousquaint,complains.Thebathroomsmellsbitlikeurine,Iheareverythinggoingroomsaroundmine,childrenplayingcouplesarguing(couple...More",0.7150000000000001,Positive
62,Hotel review,Had a nice cozy stay and the staff was courteous. Very professional and royal from the outset. It was a well maintained property and everything was up to the mark. The pool area looked awesome and is worth the entire money paid. The food was...More,Hadnicecozystaystaffcourteous.Veryprofessionalroyaloutset.Itwellmaintainedpropertyeverythingmark.Thepoolarealookedawesomeworthentiremoneypaid.Thefood...More,0.3471428571428571,Positive
63,Hotel review,"Nice hotel, nice team around, who were always been attentive, specially Supriyo & his team - Mona in the food services gave best attention to their customers....had a delightful experience throughout.....","Nicehotel,niceteamaround,alwaysattentive,speciallySupriyo&team-Monafoodservicesgavebestattentioncustomers....haddelightfulexperiencethroughout.....",0.6595238095238095,Positive
64,Hotel review,"On a group tour we stayed two nights here. A traditional-style building in a rural setting.
Having stayed other nights in your typical ""chain"" hotels, where you feel you could be anywhere and feel quite anonymous, this was totally refreshing. It lacked none of the...More","Ongrouptourstayedtwonights.Atraditional-stylebuildingruralsetting.Havingstayednightstypical``chain''hotels,feelcouldanywherefeelquiteanonymous,totallyrefreshing.Itlackednone...More",0.05208333333333334,Negative
65,Hotel review,Ultimate experience... Must visit once if u r in jodhpur.... Nice ambience and one can enjoy thoroughly... Cuisine is very good although u have a short menu to choose from but it will do... Can hangout with friends and family...,Ultimateexperience...Mustvisiturjodhpur....Niceambienceoneenjoythoroughly...Cuisinegoodalthoughushortmenuchoose...Canhangoutfriendsfamily...,0.382,Positive
66,Hotel review,"Lords Inn is a place that offers everything one needs in a hotel. It has well furnished rooms, a restaurant, a well stocked Bar,swimming pool on the terrace and a gym.Plus it has a happy team of front office,room service,housekeeping and stewards to attend to...More","LordsInnplaceofferseverythingoneneedshotel.Itwellfurnishedrooms,restaurant,wellstockedBar,swimmingpoolterracegym.Plushappyteamfrontoffice,roomservice,housekeepingstewardsattend...More",0.45,Positive
67,Hotel review,Thank you for reviewing our hotel.We look forward to your next visit.,Thankreviewinghotel.Welookforwardnextvisit.,0.0,Negative
68,Hotel review,The Hotel is in a very nice location and the roof to pool makes it all the more better experience. The staff is friendly and help full. The room are equipped with whatever is required. all in all its a good place to stay at.,TheHotelnicelocationroofpoolmakesbetterexperience.Thestafffriendlyhelpfull.Theroomequippedwhateverrequired.goodplacestay.,0.5341666666666667,Positive
69,Hotel review,"Dear Guest,
Thank you for the perfect score.We are glad that we could make your stay a comfortable one.We look forward to your next visit.","DearGuest,Thankperfectscore.Wegladcouldmakestaycomfortableone.Welookforwardnextvisit.",0.475,Positive
70,Hotel review,"Really nice and decent hotel.professional service like 4 star hotel. Rooms are very good. Nice and helpfull staff. Overall experiance was good.
A perfect place for traveller or business purpose. I would recommend it as a perfect stay.",Reallynicedecenthotel.professionalservicelike4starhotel.Roomsgood.Nicehelpfullstaff.Overallexperiancegood.Aperfectplacetravellerbusinesspurpose.Iwouldrecommendperfectstay.,0.6220833333333333,Positive
71,Hotel review,Thank you for the perfect score.,Thankperfectscore.,1.0,Positive
72,Hotel review,"Awesome hospitality all the services are up to mark. Room are clean.
Very personalises services and specially thanks to jitender handling very well.
I should suggest to stay there.
I am really very happy with the services",Awesomehospitalityservicesmark.Roomclean.Verypersonalisesservicesspeciallythanksjitenderhandlingwell.Isuggeststay.Ireallyhappyservices,0.49444444444444446,Positive
