,Hotel,Review,remove_stopwords,Polarity,Sentiment
73,Hotel review,Thank you for patronizing Lords Inn Jodhpur. We look forward to your next visit here in the Sun City.,ThankpatronizingLordsInnJodhpur.WelookforwardnextvisitSunCity.,0.0,Negative
74,Hotel review,"Hotel is good , seems to be new property , the staff is not that professional , but clean rooms , hotel is near to city market hence convenient , Overall a good hotel but would like to be more professional as they charge a...More","Hotelgood,seemsnewproperty,staffprofessional,cleanrooms,hotelnearcitymarkethenceconvenient,Overallgoodhotelwouldlikeprofessionalcharge...More",0.30033670033670035,Positive
75,Hotel review,"Dear Guest,
Thank you for taking time out and reviewing our hotel.We will for sure look into training aspect of our staff and improve on it.
We look forward in welcoming you back again here in the Sun city with a difference.
Thanks & Regards...More","DearGuest,Thanktakingtimereviewinghotel.Wesurelooktrainingaspectstaffimprove.WelookforwardwelcomingbackSuncitydifference.Thanks&Regards...More",0.2333333333333333,Negative
76,Hotel review,"This was by far the best hotel we stayed at in a week long trip to India. From the absolutely chaotic and filthy road outside, you pass through the entrance lobby/reception into a courtyard like stepping back in time.
The rooms, pool, restaurant are simply...More","ThisfarbesthotelstayedweeklongtripIndia.Fromabsolutelychaoticfilthyroadoutside,passentrancelobby/receptioncourtyardlikesteppingbacktime.Therooms,pool,restaurantsimply...More",0.06428571428571428,Negative
77,Hotel review,For budget travellers like us who wants to stay in this haveli this is excellent time to stay in discount . Beautiful haveli . Nice rooms. Excellent food . Service is average . Reaching here is little difficult but its very near to MI road...More,Forbudgettravellerslikeuswantsstayhaveliexcellenttimestaydiscount.Beautifulhaveli.Nicerooms.Excellentfood.Serviceaverage.ReachinglittledifficultnearMIroad...More,0.3269444444444444,Positive
78,Hotel review,I miss my Alsisar Haveli family. This hotel is truly like an Oasis in what is quite a hustle and bustle area of Jaipur. The staff were all very kind and attentive. Deepak the lovely waiter who was like a kind uncle looking after three...More,ImissAlsisarHavelifamily.ThishoteltrulylikeOasisquitehustlebustleareaJaipur.Thestaffkindattentive.Deepaklovelywaiterlikekindunclelookingthree...More,0.5700000000000001,Positive
79,Hotel review,"This is a superb heritage hotel. It's an old Haveli with courtyards, terraces and amazing old dÃ©cor. It's feels a bit like staying in a museum. The room we had was very large with a very comfortable bed. It looked freshly painted and was spotlessly...More","Thissuperbheritagehotel.It'soldHavelicourtyards,terracesamazingolddÃ©cor.It'sfeelsbitlikestayingmuseum.Theroomlargecomfortablebed.Itlookedfreshlypaintedspotlessly...More",0.41408163265306125,Positive
80,Hotel review,"The hotel's location was not bad geographically speaking, but the area was seriously bad, well most places in India are not well maintained unfortunately. Rooms are not very clean as well as the bed sheets. We had to change 3 rooms in order to get...More","Thehotel'slocationbadgeographicallyspeaking,areaseriouslybad,wellplacesIndiawellmaintainedunfortunately.Roomscleanwellbedsheets.Wechange3roomsorderget...More",-0.0982051282051282,Negative
81,Hotel review,This is a three star property. Very badly maintained. Food is very bad. Cleanness in rooms is not up to the mark. Pool is not at all good. Breakfast buffet is very bad. You just can't have the feel of a 5 star.,Thisthreestarproperty.Verybadlymaintained.Foodbad.Cleannessroomsmark.Poolgood.Breakfastbuffetbad.Youcan'tfeel5star.,-0.5074999999999998,Negative
82,Hotel review,santosh in house keeping is amazing guy ... his services are excellent.pool is ok but have no music and bar opens in night... but have 24 hrs room service with market very close and have nice places of food nearbyMore,santoshhousekeepingamazingguy...servicesexcellent.poolokmusicbaropensnight...24hrsroomservicemarketcloseniceplacesfoodnearbyMore,0.475,Positive
83,Hotel review,"Dear Guest,
Thank you for choosing to stay at Ramada Jaipur and sharing your feedback on TripAdvisor.
I am glad to know that you found the hotel with ""great hospitality"".
Your kind words mentioned about Santosh will certainly encourage him and others to continue to...More","DearGuest,ThankchoosingstayRamadaJaipursharingfeedbackTripAdvisor.Igladknowfoundhotel``greathospitality''.YourkindwordsmentionedSantoshcertainlyencourageotherscontinue...More",0.5285714285714286,Positive
84,Hotel review,"Had dinner at Coffee Shop. Food and Service ware excellent. Was very courteously served in presence of F&B Manager Mr Amit Srivastava. Awesome Experience, finger likking food and great service much better then expectedMore","HaddinnerCoffeeShop.FoodServicewareexcellent.WascourteouslyservedpresenceF&BManagerMrAmitSrivastava.AwesomeExperience,fingerlikkingfoodgreatservicemuchbetterexpectedMore",0.8160000000000001,Positive
85,Hotel review,"Dear Guest,
Thank you for choosing to have dinner at the coffee shop in Ramada Jaipur. Your endorsement of food & beverage experience at the hotel on TripAdvisor is much appreciated.
I am glad to know that you had a great dining experience at the...More","DearGuest,ThankchoosingdinnercoffeeshopRamadaJaipur.Yourendorsementfood&beverageexperiencehotelTripAdvisormuchappreciated.Igladknowgreatdiningexperience...More",0.5,Positive
86,Hotel review,"The hotel is located quite conveniently near the city center. It doesn't look like a well maintained property from the outside with its peeling paints etc but that changes when you enter it; it has beautiful, well done interiors, has a stunning lobby and restaurant....More","Thehotellocatedquiteconvenientlynearcitycenter.Itn'tlooklikewellmaintainedpropertyoutsidepeelingpaintsetcchangesenter;beautiful,welldoneinteriors,stunninglobbyrestaurant....More",0.27,Positive
87,Hotel review,"Dear Guest,
Many thanks for choosing to stay at Ramada Jaipur. Your kind endorsement of the hotel on this portal is much appreciated.
I am glad to know that you had a ""great stay"" at Ramada Jaipur.
Your kind words mentioned about the excellence and...More","DearGuest,ManythankschoosingstayRamadaJaipur.Yourkindendorsementhotelportalmuchappreciated.Igladknow``greatstay''RamadaJaipur.Yourkindwordsmentionedexcellence...More",0.4857142857142857,Positive
88,Hotel review,"Great hotel good location good rooms but staff smiles less specially at restaurent. Seems cant handle more guest when full house, hostress smiles and take you to your assigned table no choices. Pushpendra took my table greatly apart from him no one really cares to...More","Greathotelgoodlocationgoodroomsstaffsmileslessspeciallyrestaurent.Seemscanthandleguestfullhouse,hostresssmilestakeassignedtablechoices.Pushpendratooktablegreatlyapartonereallycares...More",0.4711640211640213,Positive
89,Hotel review,"Dear Guest,
Thank you for choosing to stay at Ramada Jaipur and sharing your feedback on TripAdvisor.
I am glad to know that you found the hotel ""Great hotel good location good rooms"".
I have discussed your feedback in detail with the F&B Manager and...More","DearGuest,ThankchoosingstayRamadaJaipursharingfeedbackTripAdvisor.Igladknowfoundhotel``Greathotelgoodlocationgoodrooms''.IdiscussedfeedbackdetailF&BManager...More",0.675,Positive
90,Hotel review,"We stayed for 3 nights at mystic jaisalmer. Although it was low season, a great service was offered to us. After arriving we received a free upgrade, were told that we could take as many waterbottles as needed and that we even could leave the...More","Westayed3nightsmysticjaisalmer.Althoughlowseason,greatserviceofferedus.Afterarrivingreceivedfreeupgrade,toldcouldtakemanywaterbottlesneededevencouldleave...More",0.42500000000000004,Positive
91,Hotel review,"Room was fine. It was very delicately and finely made. Itinerary was just perfect. Mr.Ashraf Ali, the owner, was very flexible and helpful. Good experience of Living in the desert. Enjoyed cultural program.
Enjoyed sand dunes.","Roomfine.Itdelicatelyfinelymade.Itineraryperfect.Mr.AshrafAli,owner,flexiblehelpful.GoodexperienceLivingdesert.Enjoyedculturalprogram.Enjoyedsanddunes.",0.3825925925925926,Positive
92,Hotel review,Mystic Jaisalmer is not a very large property..But maintained beautifully. Rooms on the front side has a good view of Jaisalmer Fort. The location is the plus point...Fort and Gadisar lake is just 5mins walking. Rooftop restaurant serves limited menu but taste yummy. Complimentary breakfast...More,MysticJaisalmerlargeproperty..Butmaintainedbeautifully.RoomsfrontsidegoodviewJaisalmerFort.Thelocationpluspoint...FortGadisarlake5minswalking.Rooftoprestaurantserveslimitedmenutasteyummy.Complimentarybreakfast...More,0.3392307692307692,Positive
93,Hotel review,"It was a nice hotel and a very comfortable place to stay. The staff was professional and very helpful. I had a very nice restaurant also here, and had a delicious breakfast here. Staff was so helpful, gave me helpful suggestion about visiting place around...More","Itnicehotelcomfortableplacestay.Thestaffprofessionalhelpful.Inicerestaurantalso,deliciousbreakfast.Staffhelpful,gavehelpfulsuggestionvisitingplacearound...More",0.5333333333333333,Positive
94,Hotel review,"My sisters and I stayed in the Mystic Jaisalmer.
The location is perfect close to many attractions. The view from our room was the beautiful fort.
Our spacious room was very pleasant always keeping the cold temperature of the AC while outside temperatures exceed 40...More",MysistersIstayedMysticJaisalmer.Thelocationperfectclosemanyattractions.Theviewroombeautifulfort.OurspaciousroompleasantalwayskeepingcoldtemperatureACoutsidetemperaturesexceed40...More,0.45055555555555554,Positive
95,Hotel review,"I always wanted to visit Jaisalmer but unfortunately I ended there with out proper planning.our plan was impromptu so i just called hotels owner @night whether we can check in late nigh or not but owner was one of the gem person ,he not even...More","IalwayswantedvisitJaisalmerunfortunatelyIendedproperplanning.ourplanimpromptucalledhotelsowner@nightwhetherchecklatenighowneronegemperson,even...More",-0.26666666666666666,Negative
96,Hotel review,"We booked a three night stay at Hotel Pleasant Haveli based on the reviews from Trip Advisor. We were not disappointed. Alpacino picked us up from the train station, driving us to the hotel and joking with us along the way. At the hotel, we...More","WebookedthreenightstayHotelPleasantHavelibasedreviewsTripAdvisor.Wedisappointed.Alpacinopickedustrainstation,drivingushoteljokingusalongway.Athotel,...More",0.5541666666666667,Positive
97,Hotel review,"Hotel Pleasant Haveli is a really fantastic hotel which has lovely staff, clean rooms and is a great location from the fort (outside and about a 10 minute walk, however we didn't want to stay in the fort and this was the best option by...More","HotelPleasantHavelireallyfantastichotellovelystaff,cleanroomsgreatlocationfort(outside10minutewalk,howevern'twantstayfortbestoption...More",0.5428571428571428,Positive
98,Hotel review,"A big thank you to the hotel owner Narinder for his kind overwhelming hospitality. Me and my husband stopped here 2 nights, The views of the kila were breathtaking from the hotels open terrace restaurant. The rooms were so clean and very spacious would recommend...More","AbigthankhotelownerNarinderkindoverwhelminghospitality.Mehusbandstopped2nights,Theviewskilabreathtakinghotelsopenterracerestaurant.Theroomscleanspaciouswouldrecommend...More",0.380952380952381,Positive
99,Hotel review,"Really enjoyed our time at this lovely hotel. We stayed in a great room, well kept and with traditional sandstone carvings of many havelis. They arranged free pick up from the train station even at midnight and allowed us to check in the following day...More","Reallyenjoyedtimelovelyhotel.Westayedgreatroom,wellkepttraditionalsandstonecarvingsmanyhavelis.Theyarrangedfreepicktrainstationevenmidnightalloweduscheckfollowingday...More",0.3857142857142857,Positive
100,Hotel review,"Nice place to stay .They provide food 24*7 moreover they can organise for safari ride, camel ride, and other speciality of Jaisalmer.The entire staff exceeded my expectations in every way. The place is wonderful, nice and clean! The staff is very friendly.","Niceplacestay.Theyprovidefood24*7moreoverorganisesafariride,camelride,specialityJaisalmer.Theentirestaffexceededexpectationseveryway.Theplacewonderful,niceclean!Thestafffriendly.",0.4315476190476191,Positive
101,Hotel review,"Ideally located and not far from the important places the Hotel has everything to make it the top hotel in Jaisalmer. Nicely done up and maintained rooms,a small splash pool , a small Gym and a decent restaurant.The furniture goes well with the surrounding and...More","IdeallylocatedfarimportantplacesHoteleverythingmaketophotelJaisalmer.Nicelydonemaintainedrooms,smallsplashpool,smallGymdecentrestaurant.Thefurnituregoeswellsurrounding...More",0.2520833333333333,Positive
102,Hotel review,"I stayed here for 1 N with my wife in April 2017. Our experience was very good. good room service. Due to off season there was not so much rush, result in food were provided in room itself.Reception area was clean. Overall good to stay...More","Istayed1NwifeApril2017.Ourexperiencegood.goodroomservice.Dueseasonmuchrush,resultfoodprovidedroomitself.Receptionareaclean.Overallgoodstay...More",0.3930952380952381,Positive
103,Hotel review,"Dear Guest,
Thank you for choosing our hotel, and for taking the time to write a review! We are so glad to hear that you enjoyed your stay with us. Chokhi Dhani aims to provide a truly unique experience, and we are thrilled that we...More","DearGuest,Thankchoosinghotel,takingtimewritereview!Wegladhearenjoyedstayus.ChokhiDhaniaimsprovidetrulyuniqueexperience,thrilled...More",0.49375,Positive
104,Hotel review,"The hotel is located 4 kms from the city and the location is remote. The property is very good with spacious lanes, great room size, swimming pool and basic amenities. The let downs are the poor maintenance of these assets. Broken bath room locks, non...More","Thehotellocated4kmscitylocationremote.Thepropertygoodspaciouslanes,greatroomsize,swimmingpoolbasicamenities.Theletdownspoormaintenanceassets.Brokenbathroomlocks,non...More",0.13499999999999998,Negative
105,Hotel review,"Dear Guest,
Thank you for bringing this situation to our attention. First and foremost, we would like to apologize for the inconvenience we caused you, making your visit unsatisfactory.
The experiences you described are not characteristic of the level of service our colleagues strive to...More","DearGuest,Thankbringingsituationattention.Firstforemost,wouldlikeapologizeinconveniencecaused,makingvisitunsatisfactory.Theexperiencesdescribedcharacteristiclevelservicecolleaguesstrive...More",0.14166666666666666,Negative
106,Hotel review,It is a heritage hotel... good ambiance gud reception...room were gud... bathroom was not up to mark... the towels were ruf and had yellow stains...the unpleasant smell in the bathroom put me off... had only breakfast and it was ok... on the whole the stay...More,Itheritagehotel...goodambiancegudreception...roomgud...bathroommark...towelsrufyellowstains...unpleasantsmellbathroomput...breakfastok...wholestay...More,0.125,Negative
107,Hotel review,"Dear Guest,
Thank you for choosing our hotel, and for taking the time to write a review! We are so glad to hear that you enjoyed your stay with us. Chokhi Dhani aims to provide a truly unique experience, and we are thrilled that we...More","DearGuest,Thankchoosinghotel,takingtimewritereview!Wegladhearenjoyedstayus.ChokhiDhaniaimsprovidetrulyuniqueexperience,thrilled...More",0.49375,Positive
108,Hotel review,"Enormous rooms with palace styled furniture.
Very old and dilapidated bathrooms.
The space and the ambience of the place compensate for the bathrooms!
Lovely dinner in lovely lounge with atmosphere galore
A lovely place to stay.
The reception of the hotel needs to be changed...More",Enormousroomspalacestyledfurniture.Veryolddilapidatedbathrooms.Thespaceambienceplacecompensatebathrooms!LovelydinnerlovelyloungeatmospheregaloreAlovelyplacestay.Thereceptionhotelneedschanged...More,0.3325,Positive
109,Hotel review,"Dear Guest,
Greetings from Karni Bhawan Palace.
We appreciate your positive review. We are extremely glad that you enjoyed the ambiance and food at our hotel. To know you liked our food and ambiance is always a sheer delight to us.
We look forward to...More","DearGuest,GreetingsKarniBhawanPalace.Weappreciatepositivereview.Weextremelygladenjoyedambiancefoodhotel.Toknowlikedfoodambiancealwayssheerdelightus.Welookforward...More",0.3654545454545454,Positive
110,Hotel review,My wife and I only spent one night at this hotel on our way from Jaipur to Jaisalmer and were the only guests that night. The building once used to be the home of a very wealthy family before it was converted into a hotel....More,MywifeIspentonenighthotelwayJaipurJaisalmerguestsnight.Thebuildingusedhomewealthyfamilyconvertedhotel....More,0.1375,Negative
111,Hotel review,"Dear Guest,
Greetings from Karni Bhawan.
Thank you for your kind words. We are glad you enjoyed your stay and liked your accommodation at our hotel.
We hope you visit us again soon.
Warm regards.","DearGuest,GreetingsKarniBhawan.Thankkindwords.Wegladenjoyedstaylikedaccommodationhotel.Wehopevisitussoon.Warmregards.",0.56,Positive
112,Hotel review,A pleasent suprise that this was the home of Maharaja Karni Singh (the Maharaja of Bikaner!) which has been converted into a hotel. A very memorable experience. Exceptional service and we received a very warm and traditional welcome by the hotel staff. The staff made...More,ApleasentsuprisehomeMaharajaKarniSingh(MaharajaBikaner!)convertedhotel.Amemorableexperience.Exceptionalservicereceivedwarmtraditionalwelcomehotelstaff.Thestaffmade...More,0.5793333333333333,Positive
113,Hotel review,"Dear Guest,
Greetings from Karni Bhawan Palace, Bikaner.
It is great to receive such compliments from our guests and it goes on to encourage us to work harder to achieve the highest levels of our guestsâ€™ satisfaction.
We look forward to welcoming you back at...More","DearGuest,GreetingsKarniBhawanPalace,Bikaner.Itgreatreceivecomplimentsguestsgoesencourageusworkharderachievehighestlevelsguestsâ€™satisfaction.Welookforwardwelcomingback...More",0.17500000000000002,Negative
114,Hotel review,"A nice art deco design but the hotel is a little tired in its fittings and furnishings - and some of the towels looked as though they were made during the art deco period. The food was very tasty, and the in-room dining service was...More","Aniceartdecodesignhotellittletiredfittingsfurnishings-towelslookedthoughmadeartdecoperiod.Thefoodtasty,in-roomdiningservice...More",0.05312499999999999,Negative
115,Hotel review,"Dear Guest,
Greetings from the Karni Bhawan Palace, Bikaner.
Thank you for your review. We are glad you enjoyed our food and hospitality. We pride our hotel on it.
We would like to apologize for the inconvenience caused to you during your stay and we...More","DearGuest,GreetingsKarniBhawanPalace,Bikaner.Thankreview.Wegladenjoyedfoodhospitality.Wepridehotel.Wewouldlikeapologizeinconveniencecausedstay...More",0.5,Positive
116,Hotel review,"A striking and large art deco building, for which the upkeep must be a nightmare! I loved the decor, but I have to say the place does look a bit tired and could probably do with some serious money spending on it.
Our room was...More","Astrikinglargeartdecobuilding,upkeepmustnightmare!Iloveddecor,Isayplacelookbittiredcouldprobablyseriousmoneyspending.Ourroom...More",0.14690476190476187,Negative
117,Hotel review,"Dear Guest,
Greetings from the Karni Bhawan Palace, Bikaner.
Thank you very much for the positive review. We are glad that you enjoyed the accommodation and services of the hotel. It is a pleasure to know that you appreciate the beauty and heritage of our...More","DearGuest,GreetingsKarniBhawanPalace,Bikaner.Thankmuchpositivereview.Wegladenjoyedaccommodationserviceshotel.Itpleasureknowappreciatebeautyheritage...More",0.3718181818181818,Positive
118,Hotel review,"We loved our stay here, Mr Singh,Ashok,Ali, and the crew made our stay welcoming in this lovely place with an amazing history, Mr Singh's Grandfarther was in the Bikaner Camel ðŸ« Corps and there are photo's and medals and his swords and history all around,...More","Welovedstay,MrSingh,Ashok,Ali,crewmadestaywelcominglovelyplaceamazinghistory,MrSingh'sGrandfartherBikanerCamelðŸ«Corpsphoto'smedalsswordshistoryaround,...More",0.6,Positive
119,Hotel review,"Very interesting historical hotel run by a friendly and accommodating owner. Its an old property with good value for money.
Recommended if you want to get a taste of Bikaner from the during the British Raj with some modern amenities like running hot water etc.",Veryinterestinghistoricalhotelrunfriendlyaccommodatingowner.Itsoldpropertygoodvaluemoney.RecommendedwantgettasteBikanerBritishRajmodernamenitieslikerunninghotwateretc.,0.284375,Positive
120,Hotel review,We had an excellent stay with Mahendra at Hotel Kishan Palace. This Haveli was the home of his grandfather who commanded the last camel corps of the Indian Army during World War One. Although only there for one night we became firm friends. Mahendra was...More,WeexcellentstayMahendraHotelKishanPalace.ThisHavelihomegrandfathercommandedlastcamelcorpsIndianArmyWorldWarOne.Althoughonenightbecamefirmfriends.Mahendra...More,0.2,Negative
121,Hotel review,"A friend and I stayed two nights, and it was a wonderful experience. Our host, Mahendra, was welcoming and so pleasant and helpful during our stay. He went out of his way to make our stay most enjoyable and we thoroughly enjoyed his company. We...More","AfriendIstayedtwonights,wonderfulexperience.Ourhost,Mahendra,welcomingpleasanthelpfulstay.Hewentwaymakestayenjoyablethoroughlyenjoyedcompany.We...More",0.6466666666666667,Positive
122,Hotel review,"Rooms service boys are very rude to guest they don't care about customers. Food is very bad in taste, no running hot water, dirty bedshit and the worst thing is security issue. This place is not safe for families.","Roomsserviceboysrudeguestn'tcarecustomers.Foodbadtaste,runninghotwater,dirtybedshitworstthingsecurityissue.Thisplacesafefamilies.",-0.48333333333333334,Negative
123,Hotel review,"I had visited this hotel in March 17, Very good hotel , location is good, staff is very cooperative, rooms are spacious, room service and cleanliness is good, food quality is good. Best for family stay.","IvisitedhotelMarch17,Verygoodhotel,locationgood,staffcooperative,roomsspacious,roomservicecleanlinessgood,foodqualitygood.Bestfamilystay.",0.7016666666666667,Positive
124,Hotel review,Nothing to write much. Only plus point is Rooms are clean. Food quality is below average.Looks like management does not know or does not care about customer satisfaction. Even TV does not have regular channels. when asked about WiFi told not working. Does not have...More,Nothingwritemuch.OnlypluspointRoomsclean.Foodqualityaverage.Lookslikemanagementknowcarecustomersatisfaction.EvenTVregularchannels.askedWiFitoldworking.Does...More,0.12222222222222223,Negative
125,Hotel review,"We stayed one night which was enough. The hotel looks good in pictures but the reality is some different.
The room are fairly clean but the warm water is missing. No shower possibilities.
WiFi is avilibile only in the restaurant. Not worth visiting.",Westayedonenightenough.Thehotellooksgoodpicturesrealitydifferent.Theroomfairlycleanwarmwatermissing.Noshowerpossibilities.WiFiavilibilerestaurant.Notworthvisiting.,0.16458333333333333,Negative
126,Hotel review,One of the best family hotel restaurant . owner and workers are very good . the site of hotel is very good. Forts temple are near . bus stand and railway station is also near to hotel. We like it very much.,Onebestfamilyhotelrestaurant.ownerworkersgood.sitehotelgood.Fortstemplenear.busstandrailwaystationalsonearhotel.Welikemuch.,0.5466666666666667,Positive
127,Hotel review,"Dear Sir
We are glad to know that you liked our restaurant , location & service.
We would love to serve you again.
Regards","DearSirWegladknowlikedrestaurant,location&service.Wewouldloveserve.Regards",0.5333333333333333,Positive
128,Hotel review,"We stayed at above hotel on 11.01.17.We enjoyed hospitality,food,cleanliness of the rooms & room services provided is excellent & fully satisfied. The management & staff is very cordial.Jayanti Patel & family , Room No. 1 & 2.","Westayedhotel11.01.17.Weenjoyedhospitality,food,cleanlinessrooms&roomservicesprovidedexcellent&fullysatisfied.Themanagement&staffcordial.JayantiPatel&family,RoomNo.1&2.",0.44000000000000006,Positive
129,Hotel review,We are a group of 8 who stayed just for one night. The manager was friendly and helpful in sorting out an issue with the booking meaning we got an extra room. Location was superb - 100 rupees to the centre of pushkar in a...More,Wegroup8stayedonenight.Themanagerfriendlyhelpfulsortingissuebookingmeaninggotextraroom.Locationsuperb-100rupeescentrepushkar...More,0.4583333333333333,Positive
130,Hotel review,"Its a nice budget hotel for backpackers. We stayed here for a month long and had a great time. Pushkar is a very peaceful city and even after stayed here so long, i dont want to leave.. the most amazing thing i enjoyed was sunset...More","Itsnicebudgethotelbackpackers.Westayedmonthlonggreattime.Pushkarpeacefulcityevenstayedlong,dontwantleave..amazingthingenjoyedsunset...More",0.403125,Positive
131,Hotel review,"Wonderful food, wonderful people. Loved staying at Prem Villas. Rooms were clean, hotel is well located and all of us enjoyed the stay. Everyone here is friendly, kind, and interested in making our stay the best it could be. We were grateful for such a...More","Wonderfulfood,wonderfulpeople.LovedstayingPremVillas.Roomsclean,hotelwelllocatedusenjoyedstay.Everyonefriendly,kind,interestedmakingstaybestcould.Wegrateful...More",0.5791666666666667,Positive
132,Hotel review,"We are coming to pushkar every year for about a month and have seen a lot of different places for different prices. This is certainly the best. The staff is very friendly and welcoming, flexible and always willing to help. In many other places you...More","Wecomingpushkareveryyearmonthseenlotdifferentplacesdifferentprices.Thiscertainlybest.Thestafffriendlywelcoming,flexiblealwayswillinghelp.Inmanyplaces...More",0.2908482142857143,Positive
133,Hotel review,We were travelling with our dog and finding a good pet friendly hotel in India is like finding a needle in a hay stack! Prem villas is definitely that one in many properties that not only tolerate pets but are very welcoming. The place feels...More,WetravellingdogfindinggoodpetfriendlyhotelIndialikefindingneedlehaystack!Premvillasdefinitelyonemanypropertiestoleratepetswelcoming.Theplacefeels...More,0.31145833333333334,Positive
134,Hotel review,Raj garden hotel is centrally location. Room and food quality is excellent. I really enjoyed staying at raj garden. I am comeing from bangluru.raj garden thought is relatively new in pushkar but with this quality of food and other amenities it will soon become household...More,Rajgardenhotelcentrallylocation.Roomfoodqualityexcellent.Ireallyenjoyedstayingrajgarden.Icomeingbangluru.rajgardenthoughtrelativelynewpushkarqualityfoodamenitiessoonbecomehousehold...More,0.30227272727272725,Positive
135,Hotel review,"I visit pushkar with my family. We stay in hotel Raj garden. We choose the front view rooms, from the room's large window we enjoyed the Aravali Mountain View. In next morning due to rainy weather the view become like hill station. Now the food...More","Ivisitpushkarfamily.WestayhotelRajgarden.Wechoosefrontviewrooms,room'slargewindowenjoyedAravaliMountainView.Innextmorningduerainyweatherviewbecomelikehillstation.Nowfood...More",0.14732142857142858,Negative
136,Hotel review,"Dear Guest,
Spiritual Greeting's from Holy town of Pushkar !
It was a pleasure welcoming you to the Hotel Raj Garden, Pushkar. We thank you for sharing your wonderful experience on Tripadvisor. We entire team is simply enthralled and grateful to you for your kind...More","DearGuest,SpiritualGreeting'sHolytownPushkar!ItpleasurewelcomingHotelRajGarden,Pushkar.WethanksharingwonderfulexperienceTripadvisor.Weentireteamsimplyenthralledgratefulkind...More",0.25,Positive
137,Hotel review,"I visit Pushkar with my family. For celebrate my birthday. I stay in this hotel, hotel is very neat and clean. Rooms are spacious and luxurious. We took dinner here the food was very tasty and hygiene. The view of roof top restaurant we enjoyed...More","IvisitPushkarfamily.Forcelebratebirthday.Istayhotel,hotelneatclean.Roomsspaciousluxurious.Wetookdinnerfoodtastyhygiene.Theviewrooftoprestaurantenjoyed...More",0.31666666666666665,Positive
138,Hotel review,"Dear Guest,
Spiritual Greeting's from Holy town of Pushkar !
It was a pleasure welcoming you to the Hotel Raj Garden, Pushkar. We thank you for sharing your wonderful experience on Tripadvisor. We entire team is simply enthralled and grateful to you for your kind...More","DearGuest,SpiritualGreeting'sHolytownPushkar!ItpleasurewelcomingHotelRajGarden,Pushkar.WethanksharingwonderfulexperienceTripadvisor.Weentireteamsimplyenthralledgratefulkind...More",0.25,Positive
139,Hotel review,Hotel raj garden is awesome property with hygienic rooms our stay was very enjoyable and service was very excellent and staff behaviour so politely and friendly such overall very comfortable thanx so much hotel raj garden for made our stay enjoyable and memorable we will...More,Hotelrajgardenawesomepropertyhygienicroomsstayenjoyableserviceexcellentstaffbehaviourpolitelyfriendlyoverallcomfortablethanxmuchhotelrajgardenmadestayenjoyablememorable...More,0.47450000000000003,Positive
140,Hotel review,"Dear Guest,
Spiritual Greeting's from Holy town of Pushkar !
It was a pleasure welcoming you to the Hotel Raj Garden, Pushkar. We thank you for sharing your wonderful experience on Tripadvisor. We entire team is simply enthralled and grateful to you for your kind...More","DearGuest,SpiritualGreeting'sHolytownPushkar!ItpleasurewelcomingHotelRajGarden,Pushkar.WethanksharingwonderfulexperienceTripadvisor.Weentireteamsimplyenthralledgratefulkind...More",0.25,Positive
141,Hotel review,"Again visit pushkar. The last experience of stay of this hotel, very impressive so I choose this hotel again.
The room was this time on front side. The big window make your day great with the nature view of aravali mountain. The service of hotel...More","Againvisitpushkar.Thelastexperiencestayhotel,impressiveIchoosehotel.Theroomtimefrontside.Thebigwindowmakedaygreatnatureviewaravalimountain.Theservicehotel...More",0.45,Positive
142,Hotel review,"Dear Guest,
Spiritual Greeting's from Holy town of Pushkar !
It was a pleasure welcoming you to the Hotel Raj Garden, Pushkar. We thank you for sharing your wonderful experience on Tripadvisor. We entire team is simply enthralled and grateful to you for your kind...More","DearGuest,SpiritualGreeting'sHolytownPushkar!ItpleasurewelcomingHotelRajGarden,Pushkar.WethanksharingwonderfulexperienceTripadvisor.Weentireteamsimplyenthralledgratefulkind...More",0.25,Positive
